epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
172,15729.2,0.90392,0.93882,1.28176,0.63918,0.5378,0.56158,0.34649,1.27835,1.23235,1.82429,0.000191938,0.000191938,0.000191938
173,15797,0.88702,0.92475,1.26345,0.65003,0.53136,0.55922,0.34013,1.37191,1.30211,1.91533,0.00018575,0.00018575,0.00018575
174,15911.2,0.81923,0.84097,1.17608,0.69003,0.51384,0.53701,0.30714,1.44287,1.3979,2.03071,0.000179563,0.000179563,0.000179563
175,15982.7,0.82781,0.8961,1.2163,0.57792,0.57426,0.52836,0.30606,1.44308,1.35544,2.02003,0.000173375,0.000173375,0.000173375
176,16056.2,0.84992,0.90716,1.25014,0.55756,0.55654,0.55169,0.31623,1.34787,1.31763,1.90933,0.000167188,0.000167188,0.000167188
177,16193,0.86847,0.94073,1.22573,0.59757,0.50368,0.52222,0.32259,1.30787,1.33365,1.87197,0.000161,0.000161,0.000161
178,16262.7,0.82378,0.92495,1.2161,0.53267,0.53748,0.49408,0.31926,1.28331,1.3514,1.84108,0.000154812,0.000154812,0.000154812
179,16333.5,0.8493,0.88704,1.23232,0.67284,0.49675,0.48857,0.31623,1.28127,1.34693,1.84388,0.000148625,0.000148625,0.000148625
180,16453.1,0.84161,0.91594,1.20289,0.65523,0.52988,0.50316,0.30953,1.34867,1.34919,1.96604,0.000142437,0.000142437,0.000142437
181,16524.8,0.84815,0.91246,1.21884,0.67112,0.51944,0.52927,0.31916,1.37408,1.34728,2.03036,0.00013625,0.00013625,0.00013625
182,16594.2,0.81787,0.88148,1.22387,0.62536,0.54213,0.54895,0.3374,1.39512,1.36502,2.093,0.000130062,0.000130062,0.000130062
183,16764.5,0.91095,0.96366,1.29492,0.59076,0.54813,0.55162,0.33926,1.39758,1.39445,2.08383,0.000123875,0.000123875,0.000123875
184,16829.4,0.85007,0.89679,1.23032,0.47719,0.54838,0.51779,0.3237,1.40089,1.40802,2.04228,0.000117687,0.000117687,0.000117687
185,16897.2,0.88049,0.90627,1.22745,0.51492,0.54555,0.50845,0.32097,1.35269,1.40405,1.94284,0.0001115,0.0001115,0.0001115
186,17003,0.8528,0.88155,1.22314,0.5018,0.55295,0.50517,0.33318,1.29947,1.38033,1.84355,0.000105312,0.000105312,0.000105312
187,17068.6,0.88456,0.90173,1.22641,0.5691,0.46584,0.5152,0.33635,1.26868,1.384,1.81287,9.9125e-05,9.9125e-05,9.9125e-05
188,17135.3,0.83494,0.89806,1.24014,0.50584,0.54555,0.52226,0.35145,1.27537,1.36904,1.84125,9.29375e-05,9.29375e-05,9.29375e-05
189,17360.9,0.90399,0.9549,1.29236,0.52907,0.55777,0.53326,0.34575,1.28991,1.38127,1.86148,8.675e-05,8.675e-05,8.675e-05
190,17428.7,0.85376,0.83895,1.21005,0.52524,0.58218,0.54602,0.34894,1.28108,1.37702,1.86391,8.05625e-05,8.05625e-05,8.05625e-05
191,17513.9,0.75168,0.75573,1.16295,0.52053,0.61687,0.53762,0.33608,1.26849,1.35438,1.85063,7.4375e-05,7.4375e-05,7.4375e-05
192,17751.2,0.71569,0.71515,1.1578,0.54135,0.60437,0.5251,0.32831,1.26679,1.31753,1.84951,6.81875e-05,6.81875e-05,6.81875e-05
193,18026.3,0.70953,0.66554,1.15087,0.53763,0.59416,0.51497,0.31514,1.28467,1.32203,1.85851,6.2e-05,6.2e-05,6.2e-05
194,18400,0.71215,0.6484,1.13932,0.51138,0.60437,0.51458,0.31379,1.29877,1.34984,1.88146,5.58125e-05,5.58125e-05,5.58125e-05
195,18531.9,0.72377,0.70693,1.17296,0.54056,0.57543,0.51404,0.31544,1.32354,1.35351,1.91239,4.9625e-05,4.9625e-05,4.9625e-05
196,18733.2,0.70582,0.65312,1.15822,0.57024,0.57704,0.52211,0.32869,1.32139,1.37674,1.91377,4.34375e-05,4.34375e-05,4.34375e-05
197,18803.5,0.71796,0.64,1.13712,0.52926,0.55542,0.51612,0.3274,1.31301,1.36553,1.90476,3.725e-05,3.725e-05,3.725e-05
198,18879.2,0.66783,0.61541,1.11577,0.52226,0.55899,0.52031,0.33,1.32612,1.37157,1.91098,3.10625e-05,3.10625e-05,3.10625e-05
199,19107.2,0.71877,0.66755,1.16765,0.52308,0.56622,0.51696,0.32841,1.33353,1.37124,1.91265,2.4875e-05,2.4875e-05,2.4875e-05
200,19166.2,0.69505,0.60292,1.14397,0.53434,0.57062,0.51845,0.33173,1.33149,1.36006,1.91063,1.86875e-05,1.86875e-05,1.86875e-05
